,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
128,123,Joel Embiid,C,28,PHI,10,10,35.2,10.8,20.1,.537,0.9,3.8,.237,9.9,16.3,.607,.560,9.8,11.8,.831,1.6,8.5,10.1,4.1,0.6,1.8,4.2,3.4,32.3
129,124,Drew Eubanks,C,25,POR,14,3,18.6,2.4,3.4,.702,0.0,0.0,,2.4,3.4,.702,.702,1.0,1.4,.700,1.4,2.6,4.0,0.9,0.4,0.7,0.8,2.1,5.7
130,125,Bruno Fernando,C,24,HOU,2,2,18.5,2.5,3.0,.833,0.0,0.0,,2.5,3.0,.833,.833,0.5,1.0,.500,2.5,4.0,6.5,4.5,0.5,1.0,0.5,1.5,5.5
131,126,Dorian Finney-Smith,PF,29,DAL,13,13,32.8,3.4,7.7,.440,1.9,5.2,.368,1.5,2.5,.594,.565,0.6,0.8,.727,1.2,2.8,3.9,0.7,1.0,0.5,1.2,2.2,9.3
132,127,Malachi Flynn,PG,24,TOR,9,0,10.6,2.0,4.6,.439,1.2,2.6,.478,0.8,2.0,.389,.573,1.1,1.2,.909,0.1,1.1,1.2,1.0,0.3,0.1,0.6,1.4,6.3
133,128,Simone Fontecchio,SF,27,UTA,8,0,6.0,1.1,2.8,.409,0.8,2.0,.375,0.4,0.8,.500,.545,0.0,0.0,,0.5,0.8,1.3,0.3,0.1,0.1,0.5,0.6,3.0
134,129,Bryn Forbes,SG,29,MIN,8,0,10.9,1.1,3.6,.310,0.5,1.8,.286,0.6,1.9,.333,.379,0.5,0.5,1.000,0.4,0.3,0.6,1.0,0.9,0.0,0.4,0.6,3.3
135,130,Trent Forrest,PG,24,ATL,4,0,3.5,0.0,0.8,.000,0.0,0.0,,0.0,0.8,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.8,0.0,0.0,0.0,0.3,0.0
136,131,Evan Fournier,SG,30,NYK,13,7,20.0,2.4,6.9,.344,1.5,4.4,.333,0.9,2.5,.364,.450,0.7,0.8,.818,0.2,1.9,2.1,1.7,0.7,0.2,1.1,2.2,6.9
137,132,De'Aaron Fox,PG,25,SAC,12,12,32.0,9.4,17.4,.541,1.8,5.1,.361,7.6,12.3,.615,.593,3.9,4.8,.810,0.6,4.4,5.0,6.3,1.3,0.5,3.0,2.8,24.6
138,133,Wenyen Gabriel,PF,25,LAL,11,2,13.5,2.0,3.2,.629,0.1,0.5,.200,1.9,2.7,.700,.643,0.6,0.9,.700,0.6,1.9,2.5,0.7,0.7,0.5,0.7,2.1,4.7
139,134,Daniel Gafford,C,24,WAS,14,0,14.7,2.3,3.1,.727,0.0,0.0,,2.3,3.1,.727,.727,1.3,2.1,.621,1.4,2.5,3.9,0.6,0.4,1.1,1.2,1.6,5.9
140,135,Darius Garland,PG,23,CLE,7,7,34.6,6.9,17.4,.393,3.1,7.7,.407,3.7,9.7,.382,.484,4.3,5.4,.789,0.6,1.7,2.3,8.0,1.4,0.1,3.1,2.6,21.1
141,136,Usman Garuba,PF,20,HOU,12,1,15.3,1.5,2.7,.563,0.3,0.4,.800,1.2,2.3,.519,.625,0.5,1.1,.462,2.3,3.2,5.4,1.2,0.9,0.7,1.2,1.8,3.8
142,137,Rudy Gay,SF,36,UTA,12,0,15.8,1.8,4.8,.362,0.8,2.8,.265,1.0,2.0,.500,.440,0.3,0.5,.500,0.5,2.9,3.4,0.8,0.4,0.5,0.8,1.3,4.5
143,138,Paul George,SF,32,LAC,14,14,35.6,8.5,18.4,.461,2.6,7.6,.346,5.9,10.8,.543,.533,4.7,5.6,.846,0.4,5.7,6.1,4.6,1.6,0.5,3.9,2.7,24.4
144,139,Taj Gibson,PF,37,WAS,6,0,4.5,0.8,1.8,.455,0.2,0.7,.250,0.7,1.2,.571,.500,0.7,0.7,1.000,0.3,0.7,1.0,0.5,0.2,0.0,0.2,0.5,2.5
145,140,Josh Giddey,SG,20,OKC,11,11,30.3,6.4,13.9,.458,1.1,3.5,.316,5.3,10.5,.504,.497,1.0,1.4,.733,1.5,5.8,7.3,5.5,0.5,0.5,3.6,2.2,14.8
147,141,Shai Gilgeous-Alexander,SG,24,OKC,13,13,35.9,11.6,21.5,.539,1.1,2.8,.378,10.5,18.7,.564,.564,7.2,7.7,.940,0.8,3.5,4.4,5.8,2.1,1.5,3.4,2.5,31.5
148,142,Anthony Gill,PF,30,WAS,13,4,13.3,1.6,2.8,.568,0.2,0.7,.222,1.5,2.2,.679,.595,0.5,0.5,1.000,0.8,1.1,1.8,0.7,0.2,0.1,0.2,1.6,3.8
149,143,Rudy Gobert,C,30,MIN,12,12,32.3,5.1,8.3,.616,0.0,0.2,.000,5.1,8.1,.629,.616,3.8,5.6,.687,4.2,8.8,12.9,1.0,0.6,1.6,1.7,2.8,14.0
150,144,Jordan Goodwin,PG,24,WAS,8,0,18.9,2.8,5.0,.550,1.0,1.9,.533,1.8,3.1,.560,.650,0.4,0.5,.750,1.3,3.0,4.3,3.1,0.8,0.9,0.6,1.6,6.9
151,145,Aaron Gordon,PF,27,DEN,13,13,29.0,5.5,9.6,.576,0.8,2.7,.314,4.7,6.9,.678,.620,2.5,4.1,.623,2.2,4.6,6.8,2.5,0.5,0.8,1.2,1.5,14.5
152,146,Eric Gordon,SG,34,HOU,12,12,30.2,4.2,9.3,.446,1.8,5.1,.361,2.3,4.3,.549,.545,2.0,2.4,.828,0.2,1.8,1.9,3.1,0.8,0.4,1.8,0.9,12.2
153,147,Devonte' Graham,PG,27,NOP,14,0,15.9,1.4,3.9,.370,1.2,3.1,.395,0.2,0.8,.273,.528,0.6,0.9,.667,0.1,1.1,1.1,2.4,0.5,0.2,0.4,0.8,4.6
154,148,Jerami Grant,PF,28,POR,13,13,35.8,7.0,13.8,.506,2.7,5.5,.493,4.3,8.4,.514,.603,4.6,6.2,.750,1.0,3.9,4.9,2.5,0.7,0.8,2.2,1.9,21.3
155,149,A.J. Green,SG,23,MIL,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,150,Draymond Green,PF,32,GSW,13,13,30.0,3.4,6.3,.537,0.2,1.1,.214,3.2,5.2,.603,.555,0.9,1.5,.632,0.7,5.8,6.5,6.6,0.9,0.5,2.4,3.5,7.9
157,151,Jalen Green,SG,20,HOU,14,14,34.4,7.9,18.1,.433,3.0,8.0,.375,4.9,10.1,.479,.516,3.3,4.1,.793,0.6,3.6,4.1,3.1,0.8,0.3,2.7,1.5,22.0
158,152,JaMychal Green,PF,32,GSW,11,0,17.0,2.0,4.5,.449,0.5,1.8,.250,1.5,2.6,.586,.500,0.5,0.6,.857,1.8,2.9,4.7,0.7,0.9,0.6,1.0,2.2,5.0
159,153,Javonte Green,SG,29,CHI,14,0,17.4,2.3,4.2,.542,0.6,1.5,.381,1.7,2.7,.632,.610,0.9,1.1,.800,1.1,2.1,3.2,0.9,1.1,0.7,0.7,2.1,6.0
160,154,Jeff Green,PF,36,DEN,13,0,19.8,2.9,5.6,.521,0.4,1.4,.278,2.5,4.2,.600,.555,1.5,2.1,.741,0.8,1.9,2.8,1.2,0.5,0.2,1.0,2.0,7.8
161,155,Josh Green,SG,22,DAL,13,0,18.5,1.9,3.2,.610,0.8,1.8,.478,1.1,1.4,.778,.744,1.1,1.8,.583,0.8,1.3,2.2,0.8,1.0,0.1,0.7,1.9,5.8
162,156,AJ Griffin,SF,19,ATL,10,0,12.6,2.7,5.3,.509,1.2,2.6,.462,1.5,2.7,.556,.623,0.3,0.3,1.000,0.5,1.1,1.6,0.6,0.6,0.0,0.5,0.9,6.9
163,157,Blake Griffin,PF,33,BOS,6,2,12.0,1.3,3.0,.444,0.5,1.3,.375,0.8,1.7,.500,.528,0.8,1.0,.833,1.0,2.0,3.0,0.8,0.3,0.0,0.7,1.7,4.0
164,158,Quentin Grimes,SG,22,NYK,5,1,8.0,0.6,1.8,.333,0.4,1.6,.250,0.2,0.2,1.000,.444,0.4,0.4,1.000,0.2,0.4,0.6,0.4,0.0,0.2,0.4,1.2,2.0
165,159,Rui Hachimura,PF,24,WAS,14,0,23.5,4.6,9.9,.460,0.6,2.1,.300,3.9,7.8,.505,.493,1.5,2.1,.724,0.8,4.1,4.9,0.9,0.1,0.6,1.5,1.1,11.3
166,160,Tyrese Haliburton,PG,22,IND,12,12,34.2,7.3,15.0,.483,3.0,7.0,.429,4.3,8.0,.531,.583,3.0,3.5,.857,1.1,3.7,4.8,10.3,1.8,0.2,3.0,1.3,20.5
168,161,Jordan Hall,SF,21,SAS,4,0,10.8,1.0,3.0,.333,0.3,1.5,.167,0.8,1.5,.500,.375,0.0,0.0,,0.3,0.8,1.0,1.5,0.3,0.0,1.0,1.0,2.3
169,162,R.J. Hampton,PG,21,ORL,12,0,14.8,2.3,4.4,.509,1.0,2.0,.500,1.3,2.4,.517,.623,1.3,1.4,.941,0.5,1.0,1.5,1.3,0.8,0.3,1.0,1.2,6.8
170,163,Tim Hardaway Jr.,SG,30,DAL,12,0,24.0,3.3,10.2,.320,2.1,6.7,.313,1.2,3.5,.333,.422,2.2,2.4,.897,0.2,1.8,1.9,2.1,0.8,0.2,1.1,1.3,10.8
171,164,James Harden,SG,33,PHI,9,9,36.8,7.0,15.9,.441,2.2,6.7,.333,4.8,9.2,.518,.510,5.8,6.2,.929,0.6,6.4,7.0,10.0,1.1,0.7,2.9,2.0,22.0
172,165,Jaden Hardy,SG,20,DAL,3,0,3.3,0.0,1.7,.000,0.0,0.7,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.7,0.7,0.0
173,166,Ron Harper Jr.,SF,22,TOR,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,167,Montrezl Harrell,C,29,PHI,12,1,10.9,1.5,2.7,.563,0.0,0.0,,1.5,2.7,.563,.563,1.3,1.9,.696,0.7,1.4,2.1,0.4,0.3,0.5,0.4,1.2,4.3
175,168,Joe Harris,SG,31,BRK,13,9,26.0,2.8,7.2,.394,1.6,4.8,.333,1.2,2.4,.516,.505,0.2,0.5,.500,0.8,2.6,3.4,1.9,0.5,0.2,0.5,2.1,7.5
176,169,Kevon Harris,SG,25,ORL,10,0,13.4,1.1,3.3,.333,0.5,1.2,.417,0.6,2.1,.286,.409,1.1,1.4,.786,1.0,1.4,2.4,0.5,0.4,0.0,0.8,1.7,3.8
177,170,Tobias Harris,PF,30,PHI,14,14,33.7,5.6,12.1,.462,2.1,5.2,.397,3.5,6.9,.510,.547,1.5,1.9,.778,1.1,5.1,6.2,2.9,1.6,0.6,1.1,2.1,14.7
178,171,Josh Hart,SG,27,POR,14,14,36.1,3.1,7.2,.426,0.5,1.6,.304,2.6,5.6,.462,.460,2.0,2.9,.683,1.6,6.9,8.6,4.4,1.3,0.1,1.8,2.4,8.6
179,172,Isaiah Hartenstein,C,24,NYK,14,4,24.9,3.2,5.9,.542,0.2,1.1,.200,3.0,4.9,.618,.560,0.8,1.0,.786,3.6,4.8,8.4,0.9,0.7,1.2,1.1,2.9,7.4
180,173,Udonis Haslem,PF,42,MIA,2,0,5.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.5,1.0,.500,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,1.5
181,174,Sam Hauser,PF,25,BOS,14,0,15.6,2.6,5.1,.507,2.0,4.4,.452,0.6,0.6,.889,.704,0.2,0.3,.750,0.3,1.6,1.9,0.6,0.3,0.3,0.1,1.3,7.4
182,175,Jaxson Hayes,C,22,NOP,5,0,7.4,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.0,0.4,.000,0.2,0.8,1.0,0.6,0.2,0.2,0.2,1.0,0.4
183,176,Killian Hayes,PG,21,DET,15,2,20.7,2.1,6.9,.308,0.5,2.2,.242,1.6,4.7,.338,.346,0.5,0.7,.800,0.5,2.0,2.5,3.5,0.9,0.3,1.7,2.3,5.3
184,177,Gordon Hayward,SF,32,CHO,8,8,31.0,6.3,13.3,.472,1.3,3.5,.357,5.0,9.8,.513,.519,3.6,4.6,.784,0.5,3.8,4.3,4.1,0.8,0.3,2.8,0.8,17.4
185,178,Juancho Hernang?mez,PF,27,TOR,8,0,11.3,1.1,2.3,.500,0.5,1.3,.400,0.6,1.0,.625,.611,0.1,0.3,.500,0.5,2.3,2.8,1.1,0.5,0.3,0.5,0.9,2.9
186,179,Willy Hernang?mez,C,28,NOP,3,0,8.7,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,2.7,4.0,0.3,0.3,0.0,1.7,1.0,4.0
187,180,Tyler Herro,SG,23,MIA,10,10,31.4,7.2,15.4,.468,2.4,6.4,.375,4.8,9.0,.533,.545,2.8,3.1,.903,0.6,5.8,6.4,2.6,0.7,0.6,2.1,1.6,19.6
189,181,Buddy Hield,SG,30,IND,12,12,31.5,6.8,14.6,.469,4.1,10.0,.408,2.8,4.6,.600,.609,1.1,1.3,.867,1.3,4.3,5.5,3.2,0.8,0.4,1.9,2.2,18.8
190,182,Haywood Highsmith,SF,26,MIA,6,0,4.8,0.2,1.0,.167,0.0,0.7,.000,0.2,0.3,.500,.167,0.0,0.0,,0.0,0.7,0.7,0.0,0.5,0.0,0.5,0.2,0.3
191,183,George Hill,PG,36,MIL,13,0,22.9,1.5,4.2,.370,0.5,2.0,.231,1.1,2.2,.500,.426,1.7,2.3,.733,0.4,1.5,1.8,2.6,0.4,0.2,0.8,1.4,5.2
192,184,Malcolm Hill,SF,27,CHI,3,0,0.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
193,185,Aaron Holiday,PG,26,ATL,14,1,19.2,1.9,4.4,.443,0.6,1.2,.471,1.4,3.1,.432,.508,0.6,0.6,.889,0.4,1.0,1.4,1.8,0.8,0.2,0.9,1.7,5.0
194,186,Jrue Holiday,PG,32,MIL,10,10,33.1,7.4,16.8,.440,2.4,6.7,.358,5.0,10.1,.495,.512,2.4,2.8,.857,1.3,4.4,5.7,7.9,1.5,0.7,2.9,1.7,19.6
195,187,Justin Holiday,SG,33,ATL,13,0,19.4,2.4,6.2,.388,1.5,4.3,.339,0.9,1.8,.500,.506,0.0,0.0,,0.1,1.2,1.2,1.2,0.3,0.3,0.6,1.9,6.2
196,188,Richaun Holmes,PF,29,SAC,9,0,12.0,1.8,2.4,.727,0.1,0.1,1.000,1.7,2.3,.714,.750,0.4,0.7,.667,0.9,1.8,2.7,0.0,0.2,0.1,0.6,1.9,4.1
197,189,Al Horford,C,36,BOS,11,11,31.5,4.4,8.1,.539,2.1,4.6,.451,2.3,3.5,.658,.669,0.5,0.7,.625,1.2,5.4,6.5,2.3,0.5,0.7,0.7,2.1,11.3
198,190,Talen Horton-Tucker,SG,22,UTA,16,0,16.4,2.9,7.2,.400,0.8,2.9,.255,2.1,4.3,.500,.452,1.4,1.8,.821,0.6,2.1,2.7,2.6,0.8,0.3,1.0,1.4,7.9
199,191,Danuel House Jr.,SF,29,PHI,12,0,16.8,1.3,2.9,.429,0.6,1.8,.333,0.7,1.2,.571,.529,0.8,1.2,.714,0.3,1.3,1.7,0.8,0.5,0.3,0.5,1.4,3.9
200,192,Caleb Houstan,SF,20,ORL,10,0,17.2,1.1,3.1,.355,0.7,2.2,.318,0.4,0.9,.444,.468,0.5,0.6,.833,0.5,1.5,2.0,0.5,0.2,0.1,0.4,1.4,3.4
201,193,Trevor Hudgins,PG,23,HOU,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
202,194,Kevin Huerter,SG,24,SAC,13,13,31.7,5.6,10.9,.514,3.8,7.3,.526,1.8,3.6,.489,.690,1.7,2.5,.667,0.2,2.7,2.8,3.2,0.9,0.4,1.4,2.1,16.8
203,195,De'Andre Hunter,SF,25,ATL,14,14,29.9,5.9,12.6,.466,1.4,3.9,.370,4.4,8.7,.508,.523,2.5,3.2,.778,0.7,3.1,3.9,1.0,0.3,0.1,1.4,3.4,15.6
204,196,Bones Hyland,PG,22,DEN,9,0,20.8,4.4,11.4,.388,2.9,5.8,.500,1.6,5.7,.275,.515,2.2,2.9,.769,0.1,1.6,1.7,3.7,0.7,0.3,2.0,1.9,14.0
205,197,Serge Ibaka,PF,33,MIL,11,0,11.8,1.6,3.1,.529,0.5,1.1,.417,1.2,2.0,.591,.603,0.6,1.0,.636,0.9,2.4,3.3,0.3,0.0,0.5,0.6,1.5,4.4
206,198,Brandon Ingram,SF,25,NOP,10,10,33.0,7.8,16.1,.484,1.7,3.4,.500,6.1,12.7,.480,.537,3.9,4.7,.830,0.6,5.0,5.6,3.8,0.8,0.9,2.9,2.7,21.2
207,199,Kyrie Irving,PG,30,BRK,8,8,38.6,9.8,21.5,.453,2.6,9.4,.280,7.1,12.1,.588,.515,4.8,5.1,.927,0.8,4.4,5.1,5.1,1.4,1.1,2.4,3.0,26.9
208,200,Jaden Ivey,SG,20,DET,14,14,31.6,5.7,13.0,.440,1.5,4.4,.339,4.2,8.6,.492,.497,3.2,4.4,.738,1.3,3.7,5.0,4.1,1.4,0.4,2.6,2.9,16.1
210,201,Isaiah Jackson,PF,21,IND,12,3,18.4,3.3,5.4,.615,0.0,0.1,.000,3.3,5.3,.625,.615,1.9,2.8,.697,1.7,3.8,5.4,1.2,0.5,1.3,1.3,2.7,8.6
211,202,Jaren Jackson Jr.,C,23,MEM,1,1,25.0,3.0,14.0,.214,0.0,7.0,.000,3.0,7.0,.429,.214,1.0,2.0,.500,2.0,4.0,6.0,0.0,0.0,5.0,2.0,1.0,7.0
212,203,Justin Jackson,SF,27,BOS,3,0,5.0,0.7,2.0,.333,0.7,1.7,.400,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.7,2.0
213,204,Reggie Jackson,PG,32,LAC,15,15,28.7,4.0,9.7,.414,1.2,4.1,.290,2.8,5.5,.506,.476,1.1,1.1,.941,0.3,2.1,2.3,4.1,0.7,0.1,2.1,1.7,10.3
214,205,LeBron James,PF,38,LAL,10,10,35.7,10.0,21.9,.457,1.7,7.1,.239,8.3,14.8,.561,.495,3.2,4.8,.667,1.8,7.0,8.8,6.9,1.1,0.7,3.4,2.0,24.9
215,206,Ty Jerome,SG,25,GSW,8,0,15.0,2.0,3.8,.533,0.8,2.0,.375,1.3,1.8,.714,.633,1.3,1.3,1.000,0.1,0.9,1.0,1.9,0.1,0.1,0.3,1.1,6.0
216,207,Isaiah Joe,SG,23,OKC,11,0,6.1,1.2,2.3,.520,0.7,1.7,.421,0.5,0.5,.833,.680,0.5,0.6,.714,0.0,1.1,1.1,0.5,0.3,0.1,0.4,0.7,3.5
217,208,Cameron Johnson,PF,26,PHO,8,8,25.3,4.6,10.4,.446,2.8,6.4,.431,1.9,4.0,.469,.578,1.0,1.4,.727,0.6,2.8,3.4,1.8,1.1,0.4,0.3,1.8,13.0
218,209,Jalen Johnson,SF,21,ATL,14,0,14.0,1.7,3.6,.471,0.2,1.2,.176,1.5,2.4,.618,.500,0.6,0.9,.692,0.4,2.7,3.1,0.7,0.7,0.2,0.5,1.5,4.3
219,210,James Johnson,PF,35,IND,3,0,14.7,1.7,4.0,.417,0.3,1.7,.200,1.3,2.3,.571,.458,0.0,0.0,,0.0,2.3,2.3,1.3,0.3,0.7,0.0,3.3,3.7
220,211,Keldon Johnson,SF,23,SAS,14,14,32.9,7.6,16.9,.451,3.7,8.8,.423,3.9,8.1,.482,.561,3.7,4.8,.776,0.6,4.4,4.9,3.6,1.0,0.1,2.9,1.5,22.7
221,212,Keon Johnson,SG,20,POR,6,0,17.7,2.7,7.5,.356,1.3,3.8,.348,1.3,3.7,.364,.444,0.3,1.0,.333,0.5,2.0,2.5,1.7,0.8,0.3,2.2,1.7,7.0
222,213,Nikola Joki?,C,27,DEN,13,13,31.1,7.9,13.1,.606,0.6,2.2,.286,7.3,10.9,.669,.629,4.3,4.9,.875,1.5,7.9,9.5,8.9,1.5,0.6,3.2,2.7,20.8
223,214,Damian Jones,C,27,LAL,9,1,8.3,1.1,2.3,.476,0.0,0.1,.000,1.1,2.2,.500,.476,0.8,1.1,.700,1.0,1.7,2.7,0.3,0.1,0.4,0.6,1.1,3.0
224,215,Derrick Jones Jr.,SF,25,CHI,12,0,14.4,1.7,3.8,.444,0.3,0.9,.273,1.4,2.8,.500,.478,2.2,2.6,.839,1.1,1.6,2.7,0.6,0.4,0.8,0.2,1.3,5.8
225,216,Herbert Jones,SF,24,NOP,10,10,29.1,3.7,7.8,.474,0.4,2.1,.190,3.3,5.7,.579,.500,2.6,3.4,.765,1.3,2.2,3.5,2.0,1.0,0.6,0.9,3.7,10.4
226,217,Kai Jones,C,22,CHO,7,0,4.0,0.6,1.0,.571,0.1,0.4,.333,0.4,0.6,.750,.643,0.3,0.6,.500,0.0,0.1,0.1,0.3,0.1,0.9,0.0,0.3,1.6
227,218,Tre Jones,PG,23,SAS,14,14,29.9,4.1,10.3,.403,0.9,2.3,.406,3.2,8.0,.402,.448,2.4,2.6,.917,0.6,3.1,3.7,6.9,1.5,0.2,1.9,2.1,11.6
228,219,Tyus Jones,PG,26,MEM,15,2,23.1,4.3,9.6,.444,1.3,3.9,.339,2.9,5.7,.518,.514,0.5,0.9,.615,0.3,1.4,1.7,3.9,0.7,0.1,1.1,0.5,10.4
229,220,DeAndre Jordan,C,34,DEN,11,0,13.5,2.3,2.8,.806,0.1,0.1,1.000,2.2,2.7,.800,.823,0.8,1.5,.529,1.4,3.5,4.9,0.7,0.1,0.6,1.4,1.5,5.5
231,221,Cory Joseph,PG,31,DET,12,2,12.4,1.1,2.8,.394,0.6,1.5,.389,0.5,1.3,.400,.500,0.8,0.9,.818,0.2,0.8,0.9,2.4,0.3,0.1,0.4,1.5,3.5
232,222,Nikola Jovi?,PF,19,MIA,4,0,6.0,1.0,2.0,.500,0.3,1.0,.250,0.8,1.0,.750,.563,0.0,0.0,,0.3,0.3,0.5,0.3,0.5,0.0,0.5,1.3,2.3
233,223,Frank Kaminsky,C,29,ATL,5,0,5.6,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.8,0.8,1.000,0.0,1.2,1.2,0.6,0.0,0.0,0.2,1.4,2.0
234,224,Trevor Keels,SG,19,NYK,1,0,1.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
235,225,Luke Kennard,SG,26,LAC,14,7,21.3,2.9,5.7,.513,1.6,3.4,.479,1.3,2.3,.563,.656,0.2,0.2,1.000,0.3,2.6,2.9,0.6,0.6,0.0,1.1,1.4,7.7
236,226,Walker Kessler,C,21,UTA,13,0,14.9,2.5,3.5,.696,0.0,0.0,,2.5,3.5,.696,.696,0.7,1.4,.500,2.3,3.1,5.4,0.7,0.2,1.6,0.7,1.8,5.6
237,227,Braxton Key,SF,25,DET,2,0,3.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0
238,228,Corey Kispert,SF,23,WAS,6,5,24.2,3.2,5.7,.559,1.3,3.0,.444,1.8,2.7,.688,.676,1.2,1.3,.875,0.0,2.2,2.2,1.7,0.8,0.0,0.7,1.2,8.8
239,229,Maxi Kleber,C,31,DAL,13,0,24.6,1.5,4.0,.385,0.7,2.5,.273,0.8,1.5,.579,.471,0.7,0.9,.750,0.8,2.8,3.6,0.8,0.5,0.7,0.6,1.8,4.5
240,230,Nathan Knight,PF,25,MIN,5,0,2.6,0.2,0.4,.500,0.0,0.2,.000,0.2,0.2,1.000,.500,0.2,0.2,1.000,0.0,1.0,1.0,0.0,0.4,0.0,0.2,0.4,0.6
241,231,Kevin Knox,SF,23,DET,8,0,8.1,0.8,3.0,.250,0.3,2.0,.125,0.5,1.0,.500,.292,0.0,0.0,,0.3,0.8,1.0,0.1,0.1,0.1,0.5,1.3,1.8
242,232,Christian Koloko,C,22,TOR,15,8,17.1,1.5,3.4,.431,0.0,0.2,.000,1.5,3.2,.458,.431,1.1,1.6,.667,1.5,1.9,3.3,0.5,0.3,1.2,0.7,2.9,4.0
243,233,John Konchar,SG,26,MEM,14,6,26.6,2.7,5.9,.458,1.4,3.6,.392,1.3,2.3,.563,.578,0.1,0.1,.500,1.5,4.2,5.7,1.1,1.0,0.3,0.5,1.8,6.9
244,234,Furkan Korkmaz,SG,25,PHI,5,0,5.6,0.8,1.6,.500,0.2,0.6,.333,0.6,1.0,.600,.563,1.0,1.2,.833,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.4,2.8
245,235,Luke Kornet,C,27,BOS,10,0,11.7,1.1,2.1,.524,0.1,0.3,.333,1.0,1.8,.556,.548,0.7,0.8,.875,1.3,1.7,3.0,1.2,0.2,0.8,0.6,1.4,3.0
246,236,Vit Krejci,PG,22,ATL,6,0,2.3,0.5,0.8,.600,0.3,0.7,.500,0.2,0.2,1.000,.800,0.0,0.0,,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.3,1.3
247,237,Jonathan Kuminga,PF,20,GSW,11,1,14.1,1.8,4.3,.426,0.4,1.4,.267,1.5,2.9,.500,.468,1.2,1.4,.867,0.5,1.3,1.8,0.7,0.3,0.3,1.2,1.8,5.2
248,238,Kyle Kuzma,PF,27,WAS,14,14,32.9,6.8,14.9,.455,2.0,6.3,.318,4.8,8.6,.554,.522,2.8,3.8,.736,0.9,7.1,7.9,2.7,0.2,0.6,2.3,2.6,18.4
249,239,Anthony Lamb,SF,25,GSW,6,1,20.5,3.5,5.7,.618,2.0,3.7,.545,1.5,2.0,.750,.794,0.0,0.0,,0.7,2.5,3.2,1.7,0.7,0.0,0.8,2.5,9.0
250,240,Jock Landale,C,27,PHO,13,0,14.9,2.8,5.8,.493,0.2,1.8,.125,2.6,3.9,.667,.513,1.5,1.8,.792,1.8,2.6,4.4,0.8,0.3,0.8,0.7,2.5,7.4
252,241,Romeo Langford,SG,23,SAS,7,2,16.3,1.9,4.4,.419,0.1,1.0,.143,1.7,3.4,.500,.435,0.4,0.6,.750,1.4,0.6,2.0,0.4,0.4,0.3,0.7,1.4,4.3
253,242,Jake LaRavia,PF,21,MEM,11,0,18.7,1.9,4.3,.447,1.2,2.8,.419,0.7,1.5,.500,.585,0.5,0.5,1.000,0.8,2.8,3.6,0.7,0.5,0.3,0.8,2.5,5.5
254,243,Zach LaVine,SG,27,CHI,10,10,33.8,7.6,17.1,.444,3.0,7.8,.385,4.6,9.3,.495,.532,3.7,4.4,.841,0.5,3.4,3.9,4.1,1.3,0.1,2.2,2.5,21.9
255,244,Damion Lee,SG,30,PHO,13,0,19.2,2.2,5.3,.420,1.6,3.5,.457,0.6,1.8,.348,.572,0.9,1.1,.857,0.4,2.1,2.5,1.1,0.6,0.0,0.5,1.5,7.0
256,245,Alex Len,C,29,SAC,4,0,3.3,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.3,0.5,.500,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.5,1.3
257,246,Kawhi Leonard,SF,31,LAC,2,0,21.0,4.0,9.0,.444,0.5,3.0,.167,3.5,6.0,.583,.472,4.0,4.5,.889,2.0,4.5,6.5,2.0,1.5,0.0,2.0,2.5,12.5
